Country of residence,Origin,YearMonth,Values
Sweden,Iraq,2017.25,76
Sweden,Iraq,2017.3333333333333,116
Switzerland,Iraq,2016.0,353
Switzerland,Iraq,2016.0833333333333,216
Switzerland,Iraq,2016.1666666666667,133
Switzerland,Iraq,2016.25,68
Switzerland,Iraq,2016.3333333333333,56
Switzerland,Iraq,2016.4166666666667,46
Switzerland,Iraq,2016.5,28
Switzerland,Iraq,2016.5833333333333,48
Switzerland,Iraq,2016.6666666666667,86
Switzerland,Iraq,2016.75,63
Switzerland,Iraq,2016.8333333333333,62
Switzerland,Iraq,2016.9166666666667,92
Switzerland,Iraq,2017.0,48
Switzerland,Iraq,2017.0833333333333,59
Switzerland,Iraq,2017.1666666666667,63
Switzerland,Iraq,2017.25,30
Switzerland,Iraq,2017.3333333333333,54
The former Yugoslav Rep. of Macedonia,Iraq,2016.0,0
The former Yugoslav Rep. of Macedonia,Iraq,2016.0833333333333,0
The former Yugoslav Rep. of Macedonia,Iraq,2016.1666666666667,13
The former Yugoslav Rep. of Macedonia,Iraq,2016.25,0
The former Yugoslav Rep. of Macedonia,Iraq,2016.3333333333333,9
The former Yugoslav Rep. of Macedonia,Iraq,2016.4166666666667,12
The former Yugoslav Rep. of Macedonia,Iraq,2016.5,0
The former Yugoslav Rep. of Macedonia,Iraq,2016.5833333333333,10
The former Yugoslav Rep. of Macedonia,Iraq,2016.6666666666667,6
The former Yugoslav Rep. of Macedonia,Iraq,2016.75,0
The former Yugoslav Rep. of Macedonia,Iraq,2016.8333333333333,0
The former Yugoslav Rep. of Macedonia,Iraq,2016.9166666666667,0
The former Yugoslav Rep. of Macedonia,Iraq,2017.0833333333333,5
The former Yugoslav Rep. of Macedonia,Iraq,2017.1666666666667,0
Turkey,Iraq,2016.0,2179
Turkey,Iraq,2016.0833333333333,2688
Turkey,Iraq,2016.1666666666667,1794
Turkey,Iraq,2016.25,1964
Turkey,Iraq,2016.3333333333333,1634
Turkey,Iraq,2016.4166666666667,1518
Turkey,Iraq,2016.5,1442
Turkey,Iraq,2016.5833333333333,2602
Turkey,Iraq,2016.6666666666667,2451
Turkey,Iraq,2016.75,3593
Turkey,Iraq,2016.8333333333333,3733
Turkey,Iraq,2016.9166666666667,2881
Turkey,Iraq,2017.0,2922
Turkey,Iraq,2017.0833333333333,2718
Turkey,Iraq,2017.1666666666667,2323
Turkey,Iraq,2017.25,1750
Turkey,Iraq,2017.3333333333333,2301
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.0,377
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.0833333333333,391
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.1666666666667,276
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.25,319
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.3333333333333,267
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.4166666666667,253
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.5,261
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.5833333333333,226
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.6666666666667,331
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.75,240
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.8333333333333,280
United Kingdom of Great Britain and Northern Ireland,Iraq,2016.9166666666667,423
United Kingdom of Great Britain and Northern Ireland,Iraq,2017.0,268
United Kingdom of Great Britain and Northern Ireland,Iraq,2017.0833333333333,278
United Kingdom of Great Britain and Northern Ireland,Iraq,2017.1666666666667,330
USA (EOIR),Iraq,2016.0,9
USA (EOIR),Iraq,2016.0833333333333,9
USA (EOIR),Iraq,2016.25,7
USA (EOIR),Iraq,2016.3333333333333,0
USA (EOIR),Iraq,2016.4166666666667,6
USA (EOIR),Iraq,2016.5,0
USA (EOIR),Iraq,2016.5833333333333,9
USA (EOIR),Iraq,2016.6666666666667,8
USA (EOIR),Iraq,2016.75,8
USA (EOIR),Iraq,2016.8333333333333,10
USA (EOIR),Iraq,2016.9166666666667,13
USA (EOIR),Iraq,2017.0,6
USA (EOIR),Iraq,2017.0833333333333,13
USA (INS/DHS),Iraq,2016.0,86
USA (INS/DHS),Iraq,2016.0833333333333,117
USA (INS/DHS),Iraq,2016.1666666666667,132
USA (INS/DHS),Iraq,2016.25,119
USA (INS/DHS),Iraq,2016.3333333333333,127
USA (INS/DHS),Iraq,2016.4166666666667,102
USA (INS/DHS),Iraq,2016.5,70
USA (INS/DHS),Iraq,2016.5833333333333,124
USA (INS/DHS),Iraq,2016.6666666666667,95
USA (INS/DHS),Iraq,2016.75,103
USA (INS/DHS),Iraq,2016.8333333333333,96
USA (INS/DHS),Iraq,2016.9166666666667,96
USA (INS/DHS),Iraq,2017.0,108
USA (INS/DHS),Iraq,2017.0833333333333,73
USA (INS/DHS),Iraq,2017.1666666666667,67
USA (INS/DHS),Iraq,2017.25,46
USA (INS/DHS),Iraq,2017.3333333333333,48
Australia,Lebanon,1999.0,1
Australia,Lebanon,1999.0833333333333,7
Australia,Lebanon,1999.1666666666667,12
Australia,Lebanon,1999.25,3
Australia,Lebanon,1999.3333333333333,6
Australia,Lebanon,1999.4166666666667,1
Australia,Lebanon,1999.5,5
Australia,Lebanon,1999.5833333333333,10
Australia,Lebanon,1999.6666666666667,4
Australia,Lebanon,1999.75,8
Australia,Lebanon,1999.8333333333333,8
Australia,Lebanon,1999.9166666666667,7
Austria,Lebanon,1999.0,4
Austria,Lebanon,1999.1666666666667,1
Austria,Lebanon,1999.3333333333333,2
Austria,Lebanon,1999.75,9
Austria,Lebanon,1999.9166666666667,4
Belgium,Lebanon,1999.0,2
Belgium,Lebanon,1999.0833333333333,5
Belgium,Lebanon,1999.1666666666667,4
Belgium,Lebanon,1999.25,3
Belgium,Lebanon,1999.3333333333333,5
Belgium,Lebanon,1999.4166666666667,8
Belgium,Lebanon,1999.5,1
Belgium,Lebanon,1999.5833333333333,6
Belgium,Lebanon,1999.6666666666667,6
Belgium,Lebanon,1999.75,10
Belgium,Lebanon,1999.8333333333333,13
Belgium,Lebanon,1999.9166666666667,16
Bulgaria,Lebanon,1999.1666666666667,1
Bulgaria,Lebanon,1999.5,1
Bulgaria,Lebanon,1999.5833333333333,2
Bulgaria,Lebanon,1999.9166666666667,1
Canada,Lebanon,1999.0,20
Canada,Lebanon,1999.0833333333333,22
Canada,Lebanon,1999.1666666666667,20
Canada,Lebanon,1999.25,15
Canada,Lebanon,1999.3333333333333,21
Canada,Lebanon,1999.4166666666667,27
Canada,Lebanon,1999.5,31
Canada,Lebanon,1999.5833333333333,25
Canada,Lebanon,1999.6666666666667,32
Canada,Lebanon,1999.75,41
Canada,Lebanon,1999.8333333333333,39
Canada,Lebanon,1999.9166666666667,33
Czech Rep.,Lebanon,1999.4166666666667,1
Czech Rep.,Lebanon,1999.5,2
Denmark,Lebanon,1999.0,5
Denmark,Lebanon,1999.0833333333333,12
Denmark,Lebanon,1999.1666666666667,12
Denmark,Lebanon,1999.25,13
Denmark,Lebanon,1999.3333333333333,2
Denmark,Lebanon,1999.4166666666667,3
Denmark,Lebanon,1999.5,7
Denmark,Lebanon,1999.5833333333333,3
Denmark,Lebanon,1999.6666666666667,4
Denmark,Lebanon,1999.75,2
Denmark,Lebanon,1999.8333333333333,2
Denmark,Lebanon,1999.9166666666667,1
Finland,Lebanon,1999.0833333333333,1
Finland,Lebanon,1999.1666666666667,3
Finland,Lebanon,1999.4166666666667,1
Finland,Lebanon,1999.8333333333333,2
France,Lebanon,1999.0,3
France,Lebanon,1999.0833333333333,1
France,Lebanon,1999.1666666666667,3
France,Lebanon,1999.25,5
France,Lebanon,1999.3333333333333,3
France,Lebanon,1999.4166666666667,3
France,Lebanon,1999.5,1
France,Lebanon,1999.5833333333333,4
France,Lebanon,1999.6666666666667,5
France,Lebanon,1999.75,2
France,Lebanon,1999.8333333333333,3
France,Lebanon,1999.9166666666667,4
Germany,Lebanon,1999.0,37
Germany,Lebanon,1999.0833333333333,36
Germany,Lebanon,1999.1666666666667,46
Germany,Lebanon,1999.25,17
Germany,Lebanon,1999.3333333333333,20
Germany,Lebanon,1999.4166666666667,22
Germany,Lebanon,1999.5,37
Germany,Lebanon,1999.5833333333333,71
Germany,Lebanon,1999.6666666666667,66
Germany,Lebanon,1999.75,70
Germany,Lebanon,1999.8333333333333,88
Germany,Lebanon,1999.9166666666667,97
Greece,Lebanon,1999.4166666666667,1
Hungary,Lebanon,1999.1666666666667,1
Hungary,Lebanon,1999.25,1
Hungary,Lebanon,1999.5,2
Hungary,Lebanon,1999.6666666666667,7
Hungary,Lebanon,1999.75,1
Hungary,Lebanon,1999.8333333333333,1
Ireland,Lebanon,1999.0,1
Ireland,Lebanon,1999.0833333333333,1
Ireland,Lebanon,1999.5,5
Ireland,Lebanon,1999.5833333333333,2
Ireland,Lebanon,1999.6666666666667,1
Ireland,Lebanon,1999.8333333333333,1
Ireland,Lebanon,1999.9166666666667,3
Netherlands,Lebanon,1999.0,17
Netherlands,Lebanon,1999.0833333333333,14
Netherlands,Lebanon,1999.1666666666667,5
Netherlands,Lebanon,1999.25,7
Netherlands,Lebanon,1999.3333333333333,8
Netherlands,Lebanon,1999.4166666666667,5
Netherlands,Lebanon,1999.5,2
Netherlands,Lebanon,1999.5833333333333,7
Netherlands,Lebanon,1999.6666666666667,19
Netherlands,Lebanon,1999.75,10
Netherlands,Lebanon,1999.8333333333333,13
Netherlands,Lebanon,1999.9166666666667,18
Norway,Lebanon,1999.0,11
Norway,Lebanon,1999.1666666666667,4
Norway,Lebanon,1999.25,1
Norway,Lebanon,1999.3333333333333,1
Norway,Lebanon,1999.4166666666667,6
Norway,Lebanon,1999.5,4
Norway,Lebanon,1999.5833333333333,2
Norway,Lebanon,1999.6666666666667,4
Norway,Lebanon,1999.75,9
Norway,Lebanon,1999.8333333333333,3
Norway,Lebanon,1999.9166666666667,4
Poland,Lebanon,1999.0833333333333,1
Poland,Lebanon,1999.4166666666667,1
Romania,Lebanon,1999.3333333333333,1
Romania,Lebanon,1999.5,1
Spain,Lebanon,1999.5833333333333,2
Spain,Lebanon,1999.75,1
Spain,Lebanon,1999.9166666666667,1
Sweden,Lebanon,1999.0,17
Sweden,Lebanon,1999.0833333333333,28
Sweden,Lebanon,1999.1666666666667,10
Sweden,Lebanon,1999.25,6
Sweden,Lebanon,1999.3333333333333,11
Sweden,Lebanon,1999.4166666666667,9
Sweden,Lebanon,1999.5,4
Sweden,Lebanon,1999.5833333333333,24
Sweden,Lebanon,1999.6666666666667,30
Sweden,Lebanon,1999.75,13
Sweden,Lebanon,1999.8333333333333,13
Sweden,Lebanon,1999.9166666666667,11
Switzerland,Lebanon,1999.0,11
Switzerland,Lebanon,1999.0833333333333,18
Switzerland,Lebanon,1999.1666666666667,10
Switzerland,Lebanon,1999.25,8
Switzerland,Lebanon,1999.3333333333333,11
Switzerland,Lebanon,1999.4166666666667,7
Switzerland,Lebanon,1999.5,14
Switzerland,Lebanon,1999.5833333333333,13
Switzerland,Lebanon,1999.6666666666667,18
Switzerland,Lebanon,1999.75,8
Switzerland,Lebanon,1999.8333333333333,10
Switzerland,Lebanon,1999.9166666666667,6
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.0,20
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.0833333333333,5
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.1666666666667,15
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.25,5
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.3333333333333,15
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.4166666666667,10
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.5,30
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.5833333333333,25
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.6666666666667,30
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.75,30
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.8333333333333,25
United Kingdom of Great Britain and Northern Ireland,Lebanon,1999.9166666666667,25
USA (EOIR),Lebanon,1999.0,12
USA (EOIR),Lebanon,1999.0833333333333,4
USA (EOIR),Lebanon,1999.1666666666667,8
USA (EOIR),Lebanon,1999.25,6
USA (EOIR),Lebanon,1999.3333333333333,4
USA (EOIR),Lebanon,1999.4166666666667,14
USA (EOIR),Lebanon,1999.5,5
USA (EOIR),Lebanon,1999.5833333333333,6
USA (EOIR),Lebanon,1999.6666666666667,6
USA (EOIR),Lebanon,1999.75,7
USA (EOIR),Lebanon,1999.8333333333333,8
USA (EOIR),Lebanon,1999.9166666666667,11
Australia,Lebanon,2000.0,19
Australia,Lebanon,2000.0833333333333,12
Australia,Lebanon,2000.1666666666667,25
Australia,Lebanon,2000.25,6
Australia,Lebanon,2000.3333333333333,26
Australia,Lebanon,2000.4166666666667,13
Australia,Lebanon,2000.5,12
Australia,Lebanon,2000.5833333333333,7
Australia,Lebanon,2000.6666666666667,11
Australia,Lebanon,2000.75,16
Australia,Lebanon,2000.8333333333333,14
Australia,Lebanon,2000.9166666666667,10
Austria,Lebanon,2000.0,1
Austria,Lebanon,2000.0833333333333,1
Austria,Lebanon,2000.1666666666667,11
Austria,Lebanon,2000.25,3
Austria,Lebanon,2000.3333333333333,1
Austria,Lebanon,2000.4166666666667,10
Austria,Lebanon,2000.5833333333333,9
Austria,Lebanon,2000.75,5
Austria,Lebanon,2000.8333333333333,1
Austria,Lebanon,2000.9166666666667,1
Belgium,Lebanon,2000.0,17
Belgium,Lebanon,2000.0833333333333,12
Belgium,Lebanon,2000.1666666666667,22
Belgium,Lebanon,2000.25,16
Belgium,Lebanon,2000.3333333333333,14
Belgium,Lebanon,2000.4166666666667,18
Belgium,Lebanon,2000.5,26
Belgium,Lebanon,2000.5833333333333,21
Belgium,Lebanon,2000.6666666666667,20
Belgium,Lebanon,2000.75,25
Belgium,Lebanon,2000.8333333333333,16
Belgium,Lebanon,2000.9166666666667,15
Bulgaria,Lebanon,2000.0833333333333,8
Bulgaria,Lebanon,2000.3333333333333,1
Bulgaria,Lebanon,2000.4166666666667,1
Bulgaria,Lebanon,2000.8333333333333,3
Canada,Lebanon,2000.0,31
Canada,Lebanon,2000.0833333333333,37
Canada,Lebanon,2000.1666666666667,30
Canada,Lebanon,2000.25,27
Canada,Lebanon,2000.3333333333333,37
Canada,Lebanon,2000.4166666666667,41
Canada,Lebanon,2000.5,32
Canada,Lebanon,2000.5833333333333,31
Canada,Lebanon,2000.6666666666667,20
Canada,Lebanon,2000.75,29
Canada,Lebanon,2000.8333333333333,34
Canada,Lebanon,2000.9166666666667,16
Czech Rep.,Lebanon,2000.0,2
Czech Rep.,Lebanon,2000.0833333333333,3
Czech Rep.,Lebanon,2000.5,1
Czech Rep.,Lebanon,2000.5833333333333,1
Czech Rep.,Lebanon,2000.75,2
Czech Rep.,Lebanon,2000.8333333333333,5
Czech Rep.,Lebanon,2000.9166666666667,9
Denmark,Lebanon,2000.0,2
Denmark,Lebanon,2000.0833333333333,9
Denmark,Lebanon,2000.1666666666667,12
Denmark,Lebanon,2000.25,6
Denmark,Lebanon,2000.3333333333333,1
Denmark,Lebanon,2000.4166666666667,3
Denmark,Lebanon,2000.5,3
Denmark,Lebanon,2000.5833333333333,4
Denmark,Lebanon,2000.6666666666667,3
Denmark,Lebanon,2000.75,1
Denmark,Lebanon,2000.8333333333333,2
Denmark,Lebanon,2000.9166666666667,1
Finland,Lebanon,2000.5,1
France,Lebanon,2000.0,1
France,Lebanon,2000.0833333333333,11
France,Lebanon,2000.1666666666667,6
France,Lebanon,2000.25,4
France,Lebanon,2000.3333333333333,5
France,Lebanon,2000.4166666666667,4
France,Lebanon,2000.5,3
France,Lebanon,2000.5833333333333,2
France,Lebanon,2000.6666666666667,1
France,Lebanon,2000.75,3
France,Lebanon,2000.8333333333333,6
France,Lebanon,2000.9166666666667,5
Germany,Lebanon,2000.0,97
Germany,Lebanon,2000.0833333333333,62
Germany,Lebanon,2000.1666666666667,100
Germany,Lebanon,2000.25,67
Germany,Lebanon,2000.3333333333333,66
Germany,Lebanon,2000.4166666666667,61
Germany,Lebanon,2000.5,52
Germany,Lebanon,2000.5833333333333,58
Germany,Lebanon,2000.6666666666667,62
Germany,Lebanon,2000.75,53
Germany,Lebanon,2000.8333333333333,47
Germany,Lebanon,2000.9166666666667,42
Hungary,Lebanon,2000.0,3
Hungary,Lebanon,2000.0833333333333,3
Hungary,Lebanon,2000.4166666666667,1
Hungary,Lebanon,2000.5833333333333,5
Hungary,Lebanon,2000.6666666666667,4
Hungary,Lebanon,2000.75,1
Hungary,Lebanon,2000.9166666666667,1
Ireland,Lebanon,2000.0833333333333,1
Ireland,Lebanon,2000.1666666666667,1
Ireland,Lebanon,2000.3333333333333,1
Ireland,Lebanon,2000.5833333333333,3
Ireland,Lebanon,2000.6666666666667,1
Ireland,Lebanon,2000.8333333333333,1
Luxembourg,Lebanon,2000.5,1
Netherlands,Lebanon,2000.0,14
Netherlands,Lebanon,2000.0833333333333,13
Netherlands,Lebanon,2000.1666666666667,10
Netherlands,Lebanon,2000.25,8
Netherlands,Lebanon,2000.3333333333333,24
Netherlands,Lebanon,2000.4166666666667,11
Netherlands,Lebanon,2000.5,10
Netherlands,Lebanon,2000.5833333333333,12
Netherlands,Lebanon,2000.6666666666667,10
Netherlands,Lebanon,2000.75,8
Netherlands,Lebanon,2000.8333333333333,10
Netherlands,Lebanon,2000.9166666666667,8
New Zealand,Lebanon,2000.5,1
New Zealand,Lebanon,2000.75,2
Norway,Lebanon,2000.0,3
Norway,Lebanon,2000.0833333333333,8
Norway,Lebanon,2000.1666666666667,2
Norway,Lebanon,2000.4166666666667,2
Norway,Lebanon,2000.5833333333333,3
Norway,Lebanon,2000.6666666666667,1
Norway,Lebanon,2000.8333333333333,2
Norway,Lebanon,2000.9166666666667,1
Poland,Lebanon,2000.4166666666667,2
Poland,Lebanon,2000.5833333333333,1
Poland,Lebanon,2000.75,8
Romania,Lebanon,2000.3333333333333,1
Romania,Lebanon,2000.4166666666667,1
Romania,Lebanon,2000.6666666666667,1
Slovenia,Lebanon,2000.1666666666667,1
Slovenia,Lebanon,2000.75,5
Spain,Lebanon,2000.1666666666667,1
Spain,Lebanon,2000.5833333333333,5
Spain,Lebanon,2000.6666666666667,1
Sweden,Lebanon,2000.0,10
Sweden,Lebanon,2000.0833333333333,12
Sweden,Lebanon,2000.1666666666667,9
Sweden,Lebanon,2000.25,3
Sweden,Lebanon,2000.3333333333333,6
Sweden,Lebanon,2000.4166666666667,19
Sweden,Lebanon,2000.5,8
Sweden,Lebanon,2000.5833333333333,8
Sweden,Lebanon,2000.6666666666667,20
Sweden,Lebanon,2000.75,8
Sweden,Lebanon,2000.8333333333333,13
Sweden,Lebanon,2000.9166666666667,8
Switzerland,Lebanon,2000.0,2
Switzerland,Lebanon,2000.0833333333333,13
Switzerland,Lebanon,2000.1666666666667,15
Switzerland,Lebanon,2000.25,9
Switzerland,Lebanon,2000.3333333333333,17
Switzerland,Lebanon,2000.4166666666667,10
Switzerland,Lebanon,2000.5,10
Switzerland,Lebanon,2000.5833333333333,18
Switzerland,Lebanon,2000.6666666666667,16
Switzerland,Lebanon,2000.75,19
Switzerland,Lebanon,2000.8333333333333,12
Switzerland,Lebanon,2000.9166666666667,6
Turkey,Lebanon,2000.0833333333333,1
United Kingdom of Great Britain and Northern Ireland,Lebanon,2000.0833333333333,40
United Kingdom of Great Britain and Northern Ireland,Lebanon,2000.1666666666667,25
United Kingdom of Great Britain and Northern Ireland,Lebanon,2000.25,35
United Kingdom of Great Britain and Northern Ireland,Lebanon,2000.3333333333333,20
United Kingdom of Great Britain and Northern Ireland,Lebanon,2000.4166666666667,15
United Kingdom of Great Britain and Northern Ireland,Lebanon,2000.5,15
USA (EOIR),Lebanon,2000.0,7
USA (EOIR),Lebanon,2000.0833333333333,8
USA (EOIR),Lebanon,2000.1666666666667,4
USA (EOIR),Lebanon,2000.25,7
USA (EOIR),Lebanon,2000.3333333333333,13
USA (EOIR),Lebanon,2000.4166666666667,6
USA (EOIR),Lebanon,2000.5,12
USA (EOIR),Lebanon,2000.5833333333333,7
USA (EOIR),Lebanon,2000.6666666666667,9
USA (EOIR),Lebanon,2000.75,12
USA (EOIR),Lebanon,2000.8333333333333,13
USA (EOIR),Lebanon,2000.9166666666667,10
USA (INS/DHS),Lebanon,2000.1666666666667,6
USA (INS/DHS),Lebanon,2000.3333333333333,7
USA (INS/DHS),Lebanon,2000.6666666666667,7
USA (INS/DHS),Lebanon,2000.75,9
Australia,Lebanon,2001.0,19
Australia,Lebanon,2001.0833333333333,18
Australia,Lebanon,2001.1666666666667,12
Australia,Lebanon,2001.25,24
Australia,Lebanon,2001.3333333333333,19
Australia,Lebanon,2001.4166666666667,16
Australia,Lebanon,2001.5,19
Australia,Lebanon,2001.5833333333333,6
Australia,Lebanon,2001.6666666666667,15
Australia,Lebanon,2001.75,22
Australia,Lebanon,2001.8333333333333,15
Australia,Lebanon,2001.9166666666667,6
Austria,Lebanon,2001.0,2
Austria,Lebanon,2001.0833333333333,2
Austria,Lebanon,2001.1666666666667,2
Austria,Lebanon,2001.25,4
Austria,Lebanon,2001.3333333333333,3
Austria,Lebanon,2001.4166666666667,2
Austria,Lebanon,2001.5,2
Austria,Lebanon,2001.5833333333333,1
Austria,Lebanon,2001.6666666666667,3
Austria,Lebanon,2001.75,2
Austria,Lebanon,2001.8333333333333,2
Austria,Lebanon,2001.9166666666667,1
Belgium,Lebanon,2001.0,16
Belgium,Lebanon,2001.0833333333333,7
Belgium,Lebanon,2001.1666666666667,5
Belgium,Lebanon,2001.25,4
Belgium,Lebanon,2001.3333333333333,9
Belgium,Lebanon,2001.4166666666667,21
Belgium,Lebanon,2001.5,16
Belgium,Lebanon,2001.5833333333333,19
Belgium,Lebanon,2001.6666666666667,18
Belgium,Lebanon,2001.75,15
Belgium,Lebanon,2001.8333333333333,14
Belgium,Lebanon,2001.9166666666667,8
Bulgaria,Lebanon,2001.0,2
Bulgaria,Lebanon,2001.1666666666667,1
Bulgaria,Lebanon,2001.6666666666667,2
Bulgaria,Lebanon,2001.75,1
Canada,Lebanon,2001.0,34
Canada,Lebanon,2001.0833333333333,30
Canada,Lebanon,2001.1666666666667,15
Canada,Lebanon,2001.25,27
Canada,Lebanon,2001.3333333333333,33
Canada,Lebanon,2001.4166666666667,24
Canada,Lebanon,2001.5,37
Canada,Lebanon,2001.5833333333333,41
Canada,Lebanon,2001.6666666666667,21
Canada,Lebanon,2001.75,47
Canada,Lebanon,2001.8333333333333,26
Canada,Lebanon,2001.9166666666667,20
Cyprus,Lebanon,2001.0,7
Cyprus,Lebanon,2001.0833333333333,2
Cyprus,Lebanon,2001.1666666666667,5
Cyprus,Lebanon,2001.3333333333333,4
Cyprus,Lebanon,2001.4166666666667,10
Cyprus,Lebanon,2001.5,8
Cyprus,Lebanon,2001.5833333333333,3
Cyprus,Lebanon,2001.6666666666667,4
Cyprus,Lebanon,2001.75,2
Cyprus,Lebanon,2001.8333333333333,4
Cyprus,Lebanon,2001.9166666666667,2
Czech Rep.,Lebanon,2001.0,1
Czech Rep.,Lebanon,2001.0833333333333,2
Czech Rep.,Lebanon,2001.25,4
Czech Rep.,Lebanon,2001.4166666666667,1
Czech Rep.,Lebanon,2001.5,7
Czech Rep.,Lebanon,2001.5833333333333,1
Czech Rep.,Lebanon,2001.6666666666667,1
Czech Rep.,Lebanon,2001.75,1
Denmark,Lebanon,2001.0,6
Denmark,Lebanon,2001.0833333333333,5
Denmark,Lebanon,2001.1666666666667,2
Denmark,Lebanon,2001.25,8
Denmark,Lebanon,2001.3333333333333,3
Denmark,Lebanon,2001.4166666666667,4
Denmark,Lebanon,2001.5,4
Denmark,Lebanon,2001.5833333333333,8
Denmark,Lebanon,2001.6666666666667,10
Denmark,Lebanon,2001.75,10
Denmark,Lebanon,2001.8333333333333,4
Denmark,Lebanon,2001.9166666666667,2
Finland,Lebanon,2001.1666666666667,1
Finland,Lebanon,2001.5,1
Finland,Lebanon,2001.75,2
Finland,Lebanon,2001.9166666666667,1
France,Lebanon,2001.0,3
France,Lebanon,2001.0833333333333,3
France,Lebanon,2001.1666666666667,3
France,Lebanon,2001.25,2
France,Lebanon,2001.3333333333333,2
France,Lebanon,2001.4166666666667,1
France,Lebanon,2001.5,7
France,Lebanon,2001.5833333333333,2
France,Lebanon,2001.6666666666667,2
France,Lebanon,2001.75,3
France,Lebanon,2001.8333333333333,3
France,Lebanon,2001.9166666666667,4
Germany,Lebanon,2001.0,66
Germany,Lebanon,2001.0833333333333,59
Germany,Lebanon,2001.1666666666667,36
Germany,Lebanon,2001.25,42
Germany,Lebanon,2001.3333333333333,49
Germany,Lebanon,2001.4166666666667,26
Germany,Lebanon,2001.5,62
Germany,Lebanon,2001.5833333333333,82
Germany,Lebanon,2001.6666666666667,86
Germany,Lebanon,2001.75,84
Germany,Lebanon,2001.8333333333333,42
Germany,Lebanon,2001.9166666666667,48
Greece,Lebanon,2001.1666666666667,1
Greece,Lebanon,2001.5,1
Greece,Lebanon,2001.75,2
Hungary,Lebanon,2001.0,1
Hungary,Lebanon,2001.1666666666667,5
Hungary,Lebanon,2001.25,2
Hungary,Lebanon,2001.6666666666667,1
Hungary,Lebanon,2001.9166666666667,1
Ireland,Lebanon,2001.0833333333333,2
Ireland,Lebanon,2001.5833333333333,2
Ireland,Lebanon,2001.6666666666667,1
Ireland,Lebanon,2001.9166666666667,1
Luxembourg,Lebanon,2001.5,3
Luxembourg,Lebanon,2001.9166666666667,1
Netherlands,Lebanon,2001.0,14
Netherlands,Lebanon,2001.0833333333333,9
Netherlands,Lebanon,2001.1666666666667,4
Netherlands,Lebanon,2001.25,4
Netherlands,Lebanon,2001.3333333333333,5
Netherlands,Lebanon,2001.4166666666667,6
Netherlands,Lebanon,2001.5,9
Netherlands,Lebanon,2001.5833333333333,8
Netherlands,Lebanon,2001.6666666666667,8
Netherlands,Lebanon,2001.75,4
Netherlands,Lebanon,2001.8333333333333,8
Netherlands,Lebanon,2001.9166666666667,5
New Zealand,Lebanon,2001.0833333333333,1
New Zealand,Lebanon,2001.5,1
New Zealand,Lebanon,2001.75,1
New Zealand,Lebanon,2001.9166666666667,1
Norway,Lebanon,2001.0833333333333,1
Norway,Lebanon,2001.1666666666667,3
Norway,Lebanon,2001.25,4
Norway,Lebanon,2001.3333333333333,1
Norway,Lebanon,2001.4166666666667,2
Norway,Lebanon,2001.5,2
Norway,Lebanon,2001.5833333333333,2
Norway,Lebanon,2001.6666666666667,5
Norway,Lebanon,2001.75,2
Norway,Lebanon,2001.8333333333333,11
Norway,Lebanon,2001.9166666666667,1
Poland,Lebanon,2001.4166666666667,1
Poland,Lebanon,2001.5833333333333,1
Poland,Lebanon,2001.9166666666667,2
Romania,Lebanon,2001.25,1
Romania,Lebanon,2001.3333333333333,1
Romania,Lebanon,2001.5,9
Slovakia,Lebanon,2001.75,1
Slovenia,Lebanon,2001.0,1
Spain,Lebanon,2001.9166666666667,2
Sweden,Lebanon,2001.0,19
Sweden,Lebanon,2001.0833333333333,14
Sweden,Lebanon,2001.1666666666667,6
Sweden,Lebanon,2001.25,8
Sweden,Lebanon,2001.3333333333333,14
Sweden,Lebanon,2001.4166666666667,10
Sweden,Lebanon,2001.5,15
Sweden,Lebanon,2001.5833333333333,26
Sweden,Lebanon,2001.6666666666667,29
Sweden,Lebanon,2001.75,29
Sweden,Lebanon,2001.8333333333333,15
Sweden,Lebanon,2001.9166666666667,11
Switzerland,Lebanon,2001.0,21
Switzerland,Lebanon,2001.0833333333333,9
Switzerland,Lebanon,2001.1666666666667,9
Switzerland,Lebanon,2001.25,11
Switzerland,Lebanon,2001.3333333333333,11
